crew,id
 Mike Cockayne,207402
 Mario Monicelli,49907
 Mario Monicelli,67177
 Mario Monicelli,107812
 Mario Monicelli,198474
 Mario Monicelli,183964
 Mario Monicelli,24195
 Mario Monicelli,71995
 Mario Monicelli,274131
 Mario Monicelli,62034
 Mario Monicelli,220565
 Mario Monicelli,217648
 Mario Monicelli,63074
 Claude Zidi,60175
 Claude Zidi,24260
 Claude Berri,53179
 Claude Berri,58833
 Claude Zidi,52557
N/A,271388
 Ted Kneeland,266563
 Michelangelo Antonioni,93863
 Michelangelo Antonioni,33126
 Michelangelo Antonioni,130719
 Steven Soderbergh,39850
N/A,79212
 Burak Aksak,332534
 Serdar Akar,27721
N/A,193544
N/A,297308
 Adam Reid,117340
 Mike van Diem,277153
N/A,33624
 Jessie Nelson,333348
N/A,362136
N/A,15768
 Ida Lupino,73492
 Laurence Harvey,84844
 David Felix Sutcliffe,318972
 Paulo Caldas,232739
 Richard Day,92326
 Hernando Bansuelo,297466
 Claudio Marcone,330007
N/A,134155
N/A,84106
 Guel Arraes,70815
 Tom Shankland,65830
 Fazil,84368
N/A,237672
 Sai Paranjape,60392
 Tom Clegg,75143
 Xabi Molia,257200
N/A,214099
 Charles Lamont,66175
 Joseph Pevney,69592
 George Seaton,85648
 Henry King,131898
N/A,101030
 William Castle,85346
 Hugo Fregonese,36516
 Sidney Salkow,244636
 Michael Gordon,111975
 Alexander Sokurov,145147
 Edgar Hagen,259838
 Keva Rosenfeld,253339
 Bobbito Garcia,184080
 Paul Lazarus,257116
 Lloyd Handwerker,319964
 Evan Beloff,280674
 Don Sikorski,145203
N/A,189755
 Anthony Pierce,347264
N/A,137587
 Laurie Collyer,337751
 Ken Burns,293603
 James Spione,261810
 Denis Dercourt,329724
 Robert Enrico,4228
N/A,59349
 Yves Robert,76793
N/A,50213
N/A,71767
N/A,301270
 Olivier Nakache,19100
 Seijiro Koyama,31743
N/A,118758
 Walerian Borowczyk,156627
 Glenn Takakjian,92562
 Maxime Giroux,285848
 Inessa Kovalevskaya,273126
 Ivan Ufimtsev,79853
 Vladimir Vorobyov,207720
 Aleksey German,164041
 Andrei Tutyshkin,20879
 Yuri Chulyukin,20975
 Yves Robert,10939
 Yevgeni Tashkov,63291
N/A,65656
 Karen Shakhnazarov,65110
 Vladimir Khotinenko,42952
N/A,64046
N/A,64044
 Efrem Pruzhanskiy,84774
 Yan Frid,65099
 Boris Durov,140966
 Claude Zidi,44617
 Julio Saraceni,80746
 Nabi Ganiyev,364684
 Guy Magar,37015
N/A,207696
 Svetlana Druzhinina,63537
 Vladimir Vorobyov,72888
 Eldar Ryazanov,63304
 Svetlana Druzhinina,63538
 Alla Surikova,59475
 Edmond Keosayan,65591
 Aleksei Mishurin,20977
 Edmond Keosayan,65594
 Konstantin Bromberg,41977
 Roman Davydov,59803
 Yevgeni Ginzburg,238307
 Oliver Stone,189215
 Boris Grigoryev,254311
 Boris Grigoryev,254309
 Boris Grigoryev,202239
 Georgiy Daneliya,193154
 Dmitriy Dyachenko,253192
N/A,169020
 Emir Kusturica,210365
 Andrew Grieve,19493
 Leonid Nechayev,70874
 Pietro Germi,50197
 Yevgeni Slavinsky,174905
 Fabien Onteniente,167364
 John Erman,119694
 Dmitriy Dyachenko,83456
 James Yukich,132542
 Igor Maslennikov,127608
 Vladimir Bortko,82857
 Tatyana Lioznova,38430
 Aleksandr Stolper,203720
 Sergiu Nicolaescu,199655
 Mikhail Romm,68271
 Michele Soavi,130492
 Igor Maslennikov,270393
 Alexandre Arcady,40055
 Naohisa Inoue,21534
 Mikhail Agranovich,71662
 Karen Shakhnazarov,65545
 Matthew George,92737
 Martin Kunert,62040
N/A,59455
 John Bradshaw,263873
N/A,80386
 Boris Bushmelev,77720
 Dmitriy Astrakhan,83614
 Stanislav Govorukhin,74852
 Igor Maslennikov,126846
 Igor Maslennikov,72093
 Igor Maslennikov,72095
 David Lynch,60199
 Keita Kono,116544
 Yuriy Kara,227998
 Krisztian Majdik,363890
 Ryan Nicholson,16915
 Harrison Smith,252189
 David Benullo,30579
 Jimmy Huston,40469
N/A,19543
 Steve Goltz,212494
 Michael Oblowitz,48333
 Adam Brooks,63350
 Charles Band,296121
 Daniel Emery Taylor,320412
 Edmund Purdom,84422
 Richard Ciupka,67087
 Dale Fabrigar,92393
N/A,242376
 Charles Band,12759
 David Von Ancken,353462
 Paul Wilmshurst,317182
N/A,315623
 Toby Haynes,315620
 James Strong,282963
 Andy Goddard,317190
N/A,335209
 Euros Lyn,282758
 Jim Wynorski,92787
N/A,55681
 Jimmyo Burril,30385
 Logan McMillan,22573
 Justin Timpane,320169
 Christopher Leitch,54525
 Nicolas Boukhrief,358881
 Marcos Bernstein,191185
 Sam Pillsbury,72232
N/A,367882
 Markus Goller,227262
N/A,321751
 Gordon Chan,79434
 John Sturges,18512
 Irving Pichel,43456
 Tim Whelan,43503
N/A,265351
 Ali Atay,333886
N/A,268413
 Mert Baykal,64433
N/A,30634
N/A,49828
 Marc Silver,320349
 Juan Feldman,352327
 Vincent Grashaw,172520
 David Damen,224923
 Lisa Mulcahy,337012
 Alberto De Martino,28536
N/A,219335
 Andrew Parkinson,133137
 Joseph Kuo,92727
 Sung Pe Liu,119944
 Daniel Duran,300666
 Richard Benner,41923
 Don McBrearty,85204
 Claude Jutra,282298
 James Glickenhaus,27350
 Alan Roberts,30361
 David Mitchell,145081
 Larry Elikann,293830
 Neill Fearnley,76287
 Jeff Beesley,213914
 Adrian Popovici,46734
N/A,44951
 Andrew Cymek,79722
 Vinton Heuck,268092
N/A,13732
 Josef von Sternberg,105539
 Magnus von Horn,336806
N/A,28546
 Paul Ashton,335869
 Szabolcs Hajdu,51403
 Fabio Bonifacci,369230
 Claudio Amendola,257593
 Sam de Jong,324259
N/A,188981
N/A,44785
N/A,111397
 William Rotsler,85239
 Charles Lamont,51411
 Chang Cheh,63441
 Chang Cheh,48300
N/A,70747
 Carlos Saura,102428
 Al Pacino,217919
 Charles Bryant,96951
 Chang Cheh,59405
 Marcos Paulo,72560
 Rossano Brazzi,128780
 Hua Shan,66160
N/A,62071
 John Farrow,189279
 Jerry Thorpe,79367
 Andrew Lau,48943
 Cyprien Vial,318373
 John Farrow,177317
 Jackie Earle Haley,334527
 Richard Compton,60836
 Vincent McEveety,161620
N/A,166207
 Christopher Doyle,356898
 Jan Komasa,293982
N/A,346755
N/A,309018
 Brandon Kimber,343880
 Tom Clegg,108794
 Drew Bolduc,65020
N/A,336222
 Morgan Knibbe,329066
 Bernard Girard,56718
 Mina Laamo,295602
 Robert Mugge,86211
 John Emerson,172443
 Stephen Poliakoff,219466
N/A,306060
 Catherine Hardwicke,215881
 Tom McLoughlin,39446
 Neil Young,38119
 Lewis Gilbert,65799
N/A,293456
N/A,294640
 Kim Longinotto,324573
 Adam Dubin,364089
 Ryan Polito,157050
 Jason Mann,363810
 Dang Di Phan,52255
 Gellert Tamas,353285
N/A,237960
N/A,323679
 Ericson Core,257088
 Terence Young,119482
 Terence Young,68865
 Terence Young,3013
 Terence Young,27112
 Terence Young,32665
N/A,31060
N/A,31061
N/A,32926
N/A,257343
 Irene von Alberti,78401
 Guillaume Nicloux,255533
N/A,23126
 Benjamin Rocher,348060
 Anton Lanshakov,210293
 Gerard Barrett,310491
 Benjamin Leavitt,114377
 Aleksey Nuzhnyy,143169
N/A,291290
 Jackson Douglas,306464
 Laurie Anderson,352197
 Drew Daywalt,174611
 Jacques Rozier,63880
N/A,104515
 Cliff Roquemore,34792
 Imtiaz Ali,339274
N/A,191850
N/A,94251
N/A,76084
N/A,232034
N/A,43524
N/A,31770
 Eugene Forde,42298
N/A,24647
 Matt Riddlehoover,336691
 Subodh Bhave,368330
 Joseph Pevney,80775
 Joseph Pevney,72903
 Joseph Pevney,36520
 Philipp Kadelbach,333696
 Lamont Johnson,77861
 Adam Rehmeier,84520
 Evgeny Afineevsky,355020
 Klaus Huttmann,205749
N/A,159897
N/A,96882
 William Heise,32571
 William Heise,33315
 Eadweard Muybridge,194079
N/A,16464
 William Carr Crofts,33316
N/A,315946
N/A,105885
 Meghna Gulzar,353464
 Roberto Malenotti,70690
 Jerzy Hoffman,68797
N/A,104852
 Vijaya Mehta,249914
 Omung Kumar,284288
N/A,184002
 Piers Haggard,123623
 Daniel Alfredson,14074
 Peter Fleischmann,64508
 Corrado Farina,100468
 David Hughes,29539
N/A,49722
 Seijun Suzuki,42809
 Alphonse Putharen,341895
N/A,48845
N/A,345575
 Nuno Rocha,103947
 Conrad Jackson ,79825
 Jayson Thiessen,292177
 Ishi Rudell,349158
 Arthur Luhn,171277
 Thom Zimny,369165
 Alberto De Martino,105098
 Alberto De Martino,158079
 Alberto De Martino,203888
 Alberto De Martino,112503
 Alberto De Martino,98085
 Alberto De Martino,79426
 Alberto De Martino,78546
 Alberto De Martino,29607
 Jakob Montrasio,130754
N/A,336884
 Kent Jones,339751
N/A,295748
 Rolf Lyssy,34666
 J Blakeson,299687
 Omar Shargawi,16047
 Joshua Butler,51210
N/A,129577
N/A,90092
N/A,93708
N/A,39979
N/A,68863
N/A,130322
N/A,24971
N/A,64739
N/A,69152
N/A,42764
N/A,73740
N/A,22359
N/A,143936
N/A,213755
 Sofia Coppola,364067
 Mark Caballero,312100
 Liz Holzman,73901
 Gabriel Ripstein,321666
N/A,307103
N/A,326874
 Avie Luthra,103012
 Archie Borders,255869
 Minoru Kawasaki,56255
 Tobias Lindner,354625
 Oleg Fesenko,75393
 Eric Small,293082
 Cesc Gay,341744
 Peter Werner,17007
 Edo Bertoglio,26571
 Kenny Leon,353311
 Jonathan Demme,134743
 John Barker,317953
 Walter Lang,43783
 Howard Zieff,36361
 Daric Loo,184440
 King Vidor,128899
N/A,202727
N/A,36789
 Richard Wallace,111570
N/A,298026
 Alejo Flah,214758
 Garson Kanin,161076
 Richard Ledes,16422
 Kurt Neumann,272255
 Richard Ciupka,285908
 Anthony Fabian,254918
 Renzo Merusi,358980
 John Gordillo,13591
 Sanjay Patel,345637
 Roar Uthaug,336882
 Alex van Warmerdam,333555
N/A,315868
N/A,256546
N/A,105085
 Manfred Stelzer,279179
 Tom Clegg,61535
 Chris Marker,256375
 Philippe Garrel,79435
 Adam Egypt Mortimer,334028
N/A,152539
N/A,58384
 Rumle Hammerich,68437
 Andrei Konst,325039
 Jack Ersgard,16079
 Matthew Smiley,258147
 Tonje Hessen Schei,297859
 Mohsen Makhmalbaf,289174
 Edgar Reitz,215740
 Larry Buchanan,24563
 Sheldon Wilson,361042
 Justin Jones,32206
N/A,172721
N/A,149722
 Steven Daniels,353257
 David Gidali,302666
 Emile Edwin Smith,246594
 Spike Lee,340275
 Neil Breen,197599
 Bob Keen,10124
 Richard LeMay,221801
N/A,348150
N/A,71744
 Marija Miletic Dail,216983
 Nicolas Benamou,331836
 Liv Corfixen,291868
 Gerhard Lamprecht,4540
 Charles Avery,53385
 Charlie Chaplin,30982
N/A,370524
 Glenn Standring,15701
 Jingle Ma,45438
 Frank Simon,42649
 Roman Polanski,196253
 Frank Simon,327016
 William Heise,33318
N/A,277069
 Ei Aoki,23150
 Takuya Nomura,23151
 Mitsuru Obunai,23153
 Takahiro Miura,23166
 Shinsuke Takizawa,23167
N/A,366548
 Tian Xiao Peng,351694
 Neil Breen,260928
 James Vanderbilt,300693
 William Riead,218275
 Todd Stephens,15706
 Jonathan Winfrey,301816
 Umberto Lenzi,338438
 Jason Bourque,107100
N/A,81409
 Marino Girolami,74082
 Marino Girolami,106155
 Marino Girolami,96460
 Marino Girolami,324194
 Marino Girolami,295389
 Marino Girolami,103122
 Richard Stanley,29395
 Craig Roberts,323656
 Lewis Allen,285959
 Lewis Allen,33923
 Lewis Allen,44001
 Lewis Allen,27034
 Lewis Allen,49502
 Lewis Allen,320853
 John Kafka,136793
 Frankie Chen,354072
 Dante Lam,339562
 Alberto Mar,78570
 Adam McKay,318846
 Tony Bui,321621
N/A,9048
 Onur Tukel,333088
 Mitch Davis,340816
N/A,85304
 Arthur Berthelet,342831
 Shawn Ku,25041
 Josh Kim,333968
 Sandro Cecca,17223
 Ramiro Meneses,72246
 Charles Matthau,248706
 Frank Coraci,347969
 Julaluck Ismalone,166178
 Ranjith,338930
 Sathyan Anthikad,332827
 Ranjith,120149
 Ray Danton,68982
 William Shatner,347497
 Rhys Thomas,367735
 Lev Kalman,247777
 James Wan,246355
 Douglas Barr,299579
 Manousos Manousakis,371818
 Ryan Polito,185744
 Nicolas Vanier,48009
 Nick Love,367551
 Charles Hood,324291
 Dick Carruthers,137366
 Isaac Ezban,264397
N/A,143546
N/A,107235
N/A,160564
 Roni Ezra,332179
 Jonny Owen,363683
 Marya Cohn,339145
N/A,312452
N/A,105157
 Aleksey Fedorchenko,297789
 William Monahan,237584
N/A,299511
 Jorge Montesi,195867
 John Milius,203066
 Salam Bappu,179375
 Yung Chang,84186
 Sabine Gisiger,291146
 Fredrik Hiller,56685
 Sean Mewshaw,207936
 Ursula Liang,267094
 Francesco Rosi,156135
 Francesco Rosi,78101
 Francesco Rosi,163706
 Francesco Rosi,73954
 Sergio Citti,182843
 Sergio Citti,162056
 Sergio Citti,93064
 Sergio Citti,150958
 Chuck Comisky,27009
 David Jackson,30922
 Graeme Ferguson,25568
 Chris Matheson,6884
N/A,22162
 Marion Lipschutz,46431
 Marisa Sistach,98456
 Mark Blutman,31377
N/A,26736
N/A,172760
N/A,23205
 Dan Cutforth,242093
 Johanna Lee,186121
 Brian Terwilliger,19446
 Victor Gromov,116733
 Marc Fitoussi,258435
 Philippe Kotlarski,214215
 Ken Loach,129455
 Daniele Luchetti,44142
 Chris Marker,220916
N/A,279570
N/A,122326
 Bret Wood,262165
N/A,47680
N/A,100215
 Rajkumar Santoshi,31525
N/A,299145
 Destiny Ekaragha,225283
 Ricky Wood,160128
 Alex Chandon,82743
 Andrew Nisker,111662
 Michael Polish,77910
N/A,98525
 Sergey Loznitsa,270926
 Yury Bykov,59426
 Tomasz Thomson,62684
 Maarten Treurniet,76808
 John Edginton,31557
 Jules Bass,30059
 Arne Birkenstock,256314
 Nomura Kazuya,334376
 Charles Poekel,285020
 Joanna Hogg,64655
 Egor Baranov,371507
 Christian Klandt,138735
 Anne Sewitsky,71482
N/A,326425
 Ted Post,180929
N/A,105153
N/A,299165
 Don Hertzfeldt,303867
N/A,103502
 Fred Olen Ray,28138
 Ben Stiller,329833
N/A,24712
N/A,24713
N/A,267048
 Blake Vincent Kueny,368239
 Adam Deacon,68419
 Philip Saville,250096
 Michael Schultz,195752
 Arto Lehkamo,79236
 Zoltan Spirandelli,179308
 Ron Oliver,142635
 Matt Lipsey,245739
 Gonzalo Bendala,331351
 Robert Carlyle,283596
 Tina Mabry,193309
N/A,17306
 Phillip Baribeau,338614
 Howy Parkins,359983
 Masaaki Akahori,135799
 Kenji Uchida,57440
 Johnnie To,32517
 Gordon Chan,47647
 Giancarlo Romitelli,150677
 Wladyslaw Starewicz,139238
 Nadav Lapid,270646
 Daniel Lee,157239
 Eric Tsang,52776
 Robert Young,29960
 Mark Neale,357681
 Christian Ditter,259694
 Ben Miller,105952
 Arthur Allen,361025
 Ralf Westhoff,271433
N/A,348689
 Anders Johannes Bukh,302797
 Sonny Mallhi,347944
 Charles Band,1877
 Adam Carolla,291537
 Mitch Schauer,372631
 Atsushi Takahashi,201223
 Bryan Carberry,319152
 Curtis Harrington,26702
N/A,359746
 Patrick Ryan,323149
N/A,253286
 Sofya Skya,185497
 Nick Read,341045
 William Beaudine,89645
 Jason Krawczyk,279690
 Fletcher Markle,249567
 Joy Mathew,178314
 Alan Myerson,74057
 Elio Petri,47240
 Sylvia Chang,104194
N/A,104171
N/A,87953
N/A,159862
N/A,66759
 Harold Becker,75808
N/A,79781
 Terence Hill,9287
 Mark DiSalle,34421
 James Yukich,108228
 Michael Williams,323968
 Eitan Reuven,120172
 Arthur Vincie,177112
 Richard Williams,36748
 Arthur Pierson,229056
N/A,42195
 Gregory Hatanaka,284460
 Stephan Apelgren,168112
N/A,126947
 Gustaf Edgren,67927
 Jeffrey Mandel,30452
 Dagen Merrill,356482
N/A,360551
N/A,359460
 Carlos Sorin,69985
N/A,268854
N/A,312993
 Detlev Buck,52116
 Ian Power,80041
 Andy Wolk,13755
N/A,140733
 Vladek Zankovsky,346472
N/A,30644
 Maurizio Nichetti,131897
 Takashi Yamazaki,282069
 Takashi Yamazaki,282070
 Dean Jones,373541
 Geoffrey Enthoven,252028
 Carl Bessai,299585
 Ere Kokkonen,36771
N/A,55254
N/A,62900
 Spede Pasanen,55776
 Ere Kokkonen,62898
 Ere Kokkonen,62896
 Ere Kokkonen,62897
 Ere Kokkonen,62894
 Spede Pasanen,145912
N/A,36772
 Ere Kokkonen,55558
 Ere Kokkonen,36767
 Ere Kokkonen,36766
 Ere Kokkonen,36765
N/A,322270
 Gregg Champion,40836
 Michael Tiddes,351819
 Camillo Mastrocinque,58074
 Massimo Troisi,56975
 Camillo Mastrocinque,56068
 Camillo Mastrocinque,66177
 Irving Pichel,94641
 Irving Pichel,53834
 Irving Pichel,44099
 Irving Pichel,84085
 Irving Pichel,177790
 Chris Hegedus,373481
 Richard Leacock,143437
 Chris Hegedus,26028
 Chris Hegedus,26360
 Chris Hegedus,139230
 Nick Doob,140595
N/A,22305
 Gus Van Sant,273085
N/A,63011
N/A,63160
 Paul Reubens,20363
 James Franco,83728
 Steve Barron,55534
N/A,125464
 Philly de Lacey,358532
 Tom Ford,340666
 Chris Long,339339
 Susan Lambert,339888
 Sean McAllister,359204
 Tom Anton,149232
 Nisha Ganatra,237710
 Abbas Fahdel,345139
 Hank Braxtan,356483
 Josh Bear,356486
 Sean Anders,274167
 Jason Moore,266294
 Rick Minnich,169382
 Ekachai Uekrongtham,46914
 Norma Bailey,310972
 Sean McNamara,363486
 Ron Oliver,348634
 Ron Oliver,363484
 James Head,363482
 Mark Jean,328848
 Kyle Rankin,343284
 Kristoffer Tabori,361751
 Terry Ingram,362886
 David MacKay,360604
 Craig Pryce,363476
 Sam Irvin,363478
 John Bradshaw,363479
 Jonathan Wright,363480
 Peter Sullivan,363483
 Alex Zamm,360603
 Mike Rohl,366630
 Harvey Crossland,366631
 Mariah Carey,366018
N/A,79720
N/A,336681
 Jennifer Yuh Nelson,140300
 Yoshiyuki Tomino,16308
 Yoshiyuki Tomino,16157
 Noboru Ishiguro,154738
 Tomoyuki Furumaya,45528
N/A,21442
 Stanley Nelson,319089
 Norihiro Koizumi,62691
N/A,79280
 Nick Nevern,281524
N/A,72443
 Hans Canosa,58550
 Ten Shimoyama,95164
 Jeff Adachi,160297
 Kazuya Konaka,58551
 Masahiro Takada,72592
N/A,64882
N/A,61888
N/A,142499
N/A,63465
N/A,85377
 David Schisgall,41835
 Masahiko Nagasawa,100923
N/A,138853
N/A,38000
N/A,45079
 Fumihiko Sori,72505
 Ryotaro Muramatsu,286007
 Kentaro Moriya,56232
 Kota Yoshida,67560
N/A,108646
 Alfonso Pineda Ulloa,64228
 Johnnie To,41198
 Roger Melvin,80618
N/A,114661
N/A,32695
 Yu Nakai,313676
N/A,38011
N/A,116488
 Fred Olen Ray,314283
 George Erschbamer,26381
 Daisuke Tengan,206155
 Leehom Wang,49704
 Makoto Tezuka,47331
N/A,159230
N/A,138665
N/A,171587
 Taisuke Kawamura,189151
 Brad Leong,169068
N/A,92499
 Joji Matsuoka,232420
 Jin Yimeng,212640
 Kevin Conner,311093
 Christian Vincent,13739
 Valentin Vaala,260583
N/A,343702
 Cullen Blaine,31127
 Jon Hess,40800
 Paul Lynch,62768
 John Rawlins,70702
 Alik Sakharov,372981
 Sara Bordo,320587
 Mark Christopher,106222
 Gregg Araki,200998
 Randy Redroad,73526
 Jules Bass,26537
N/A,242551
 Carlos Sorin,128070
 Trey Edward Shults,323929
 Irving Reis,45166
 Marcel Varnel,60481
N/A,229005
 Charley Rogers,82036
 Leslie Howard,43788
 Robert Stevenson,43823
 Bryan Lefler,102051
 Stanislav Govorukhin,364833
 Zhang Yimou,50542
 Ali Taner Baltaci,24426
 Jules Bass,40246
 John Bradshaw,141976
 Christie Will,299578
 Michael Scott,239180
N/A,352209
 Paula Ortiz,350849
 Oliver Dieckmann,141476
 Iram Parveen Bilal,373976
 Adam Alleca,344041
 Dennie Gordon,220488
 Rich Christiano,291348
 Larry Yang,335205
N/A,76354
 Russ Parr,37715
 Fez Ortega,70712
 Monica Mingo,161482
 Sanjay Leela Bhansali,362045
 John Klein,278706
 Will Zens,96985
 Keith Parmer,256687
 Christoforos Papakaliatis,350845
 Mohammad Rasoulof,191731
 Sergio Leone,43020
N/A,127642
 Alessandro Siani,315319
 Alessandro Genovesi,298722
 Zack Bernbaum,370835
 Vittorio De Sica,61464
 Vittorio De Sica,60116
 Vittorio De Sica,278122
 Vittorio De Sica,299143
 Vittorio De Sica,113936
 Vittorio De Sica,166888
 John McKenna,339934
 Jeff Bleckner,60895
 Britni West,316179
 Frank Borzage,217250
 Nick Hurran,373977
 Miguel Gomes,254736
 Wang Bing,91067
 Wang Bing,128230
 Hiroyuki Yamashita,347201
 Ralf Gregan,66772
 John Magary,253258
 Arthur Cullipher,326415
 Paul Frees,89751
 Mimmo Cattarinich,26550
 Vipul Amrutlal Shah,20360
 Francis Mankiewicz,373357
 Christopher Ray,342927
 Nonzee Nimibutr,68507
 Michael Karen,272426
 Guan Hu,357940
 Peter Sasdy,41032
 Jonathan Miller,292523
 Henrique Goldman,28997
 Malu De Martino,73976
 Monique Gardenberg,37817
 Toni Venturi,82745
 Paulo Machline,85389
 Esmir Filho,73919
N/A,69846
N/A,55138
N/A,300601
 Derek Franson,100274
 Shunichi Hirano,372821
 David Mackay,145711
 Nicole Conn,107257
 Lawrence Silverstein,267319
 Tsuneo Kobayashi,317442
N/A,98440
N/A,98438
N/A,98439
 Josh Feldman,261157
 Sonia Anderson,79708
N/A,114018
 Robert McCallum,267955
 Amos Gitai,352200
N/A,366566
 Carlos Stevens,337075
 Benjamin Carland,309811
 Phillip Borsos,281291
 Ding Sheng,362154
N/A,16632
N/A,20969
 Luc Dionne,16147
N/A,214129
 Takahiro Miki,140054
 Takahiro Miki,129745
 Mae Czarina Cruz,252981
 Li Yu,63064
N/A,81560
N/A,41186
 Tedi Sarafian,279998
 Isao Yukisada,36185
N/A,9375
N/A,36164
N/A,53514
 Hiroshi Shinagawa,40119
 Akihiko Shiota,292264
N/A,118451
 Byeon Hyeok,54225
 Kensaku Watanabe,40121
N/A,119273
 Gen Takahashi,39493
 Junichi Mori,99188
N/A,252067
 Isao Yukisada,52870
 Eric Wirix,201386
N/A,110713
 Anastasia Lapsui,341517
 Spike Jonze,282879
 Spike Jonze,315534
 Margus Paju,339944
 Danny Steinmann,40241
 Burr Steers,58431
 Richard Friedenberg,31078
 Nayan Padrai,58887
 Daniel Lusko,172767
 William Beaudine,89145
 Scott Wheeler,249260
 William Dieterle,151911
 Sergey Loznitsa,163890
 Fred Niblo,95134
N/A,99729
 Ray Taylor,181426
 Ralph Nelson,44459
 Susanne Zanke,153717
 Beeban Kidron,289673
 Ari Novak,337208
N/A,262234
 Mamoru Oshii,302026
 David Howard,182035
N/A,102288
 Ida Lupino,121197
 Carlos Bolado,272095
 Dearbhla Walsh,211354
N/A,49172
 Fred Olen Ray,83880
 Bruce Beresford,38920
 Jack Cardiff,26199
 Maurice Elvey,175822
 Erik Lamens,21167
N/A,66068
 Nicolas Provost,84479
 Hilde Van Mieghem,20226
 Guy Lee Thys,132561
 Jan Verheyen,44751
 Fien Troch,68360
 Tamar van den Dop,68444
 Guy Lee Thys,276608
 Pieter Van Hees,12135
 Dominique Deruddere,76202
 Jan Verheyen,61935
 Stijn Coninx,17486
 Hilde Van Mieghem,69740
 Gert Embrechts,123005
 Dominique Deruddere,47587
 Hans Herbots,42748
 Hans Van Nuffel,60775
 Frank van Mechelen,22034
N/A,150041
 Hans Herbots,66066
N/A,263582
 Frank van Mechelen,80469
 Guy Goossens,56950
 Danny Deprez,299856
 Frank van Mechelen,20388
 Erik Van Looy,24524
 Hans Herbots,17902
N/A,53103
 Jakob Verbruggen,80153
 Danny Deprez,210320
 Hilde Van Mieghem,209414
 Patrice Toye,139270
 Jan Verheyen,10509
 Miel Van Hoogenbemt,52738
 Pieter Van Hees,22454
 Fien Troch,141145
 Kadir Balci,73628
N/A,86482
 Mark Punt,164366
 Guido Pieters,94630
N/A,280437
 Robbe De Hert,287344
 Hans Herbots,374698
 Filip Van Neyghem,218238
 Kaat Beels,73222
 Caroline Strubbe,142085
N/A,75578
 Hugo Claus,52260
N/A,15994
 Jan Verheyen,36712
N/A,182545
 Indra Siera,35639
 Jan Gruyaert,63044
 Raoul Walsh,74436
N/A,255647
N/A,54832
N/A,111480
N/A,44478
 Walter Woodman,215908
 Pier Paolo Pasolini,122619
 Pier Paolo Pasolini,48848
 Greg Lamberson,27548
 Christine Nielsen,211220
 Paul Catalanotto,324930
 Gennaro Nunziante,374416
 Roy Ward Baker,65777
 Roy Ward Baker,39288
 Roy Ward Baker,4459
 Roy Ward Baker,80082
 Roy Ward Baker,152393
 William Beaudine,110457
N/A,178189
 Derek Savage,325712
 Erik Canuel,317198
 Daisy von Scherler Mayer,84105
 Paul Hoen,286987
N/A,271954
N/A,54330
N/A,129119
 Michel Poulette,328480
 Erhan Kozan,284250
 Calvin Lee Reeder,82655
N/A,325134
 Calvin Lee Reeder,159109
 Sean Byrne,354216
 Mathew Levin II,376358
N/A,174751
N/A,45098
N/A,57718
 Thomas Frickel,132873
 Lisa Immordino Vreeland,333360
 Rohit Shetty,370665
 Andrew Erwin,333596
 Jerry Jameson,331190
 Jerry Dugan,299553
 John Lyde,360055
 Tom Gianas,336313
 Kostas Ouzas,296244
N/A,256959
 Michael Winterbottom,127363
 Maria Lease,28859
 Miguel Ferrari,168379
 Jason Zada,329440
 Sanjay Leela Bhansali,41518
 Hakan Yonat,277934
N/A,141901
N/A,94555
 William Berke,46494
 William Berke,50669
N/A,242354
 Dario Argento,39436
 Wolfgang Becker,277968
 Yvan Attal,127894
 Mani Ratnam,37460
N/A,26379
 Paul Hoen,27621
 Prabhu Deva,102632
 Brian Brough,279973
N/A,210408
 Shashanka Ghosh,291157
 Bejoy Nambiar,275269
 Siddharth Anand,283589
 Amanda Wilder,258100
 Kevin Connor,30117
 Kevin Connor,86068
N/A,313628
 Stuart Gillard,138038
 Henry Koster,43856
 Shuhei Morita,118026
N/A,284050
 Xiaoling Zhu,105991
 Kristina Grozeva,287497
 Jonathon Narducci,320420
 Kazuki Omori,77194
 Hilda Hidalgo,77855
 Yoshio Kuroda,48661
 Masayuki Miyaji,204755
 Julian Jarrold,16075
 Hirotsugu Kawasaki,74842
 Valeria Sarmiento,122198
N/A,173928
 Nizou Yamamoto,24154
 Sunao Katabuchi,59297
 Amir Escandari,254277
N/A,321191
N/A,349176
 Mikko Niskanen,374883
N/A,350554
 Isaac Florentine,325173
 Sydney Gilliat,118236
 Radley Metzger,124122
N/A,49719
N/A,198667
 Cyll Farney,197053
 Burt Balaban,113700
 Henry Cornelius,83119
 Guy Hamilton,16912
 John Guillermin,225834
 Alejandro Jodorowsky,86942
 Hubert Frank,74884
 Jacques Deray,60181
N/A,143355
 Joanna Hogg,29982
N/A,360626
 Miquel Pujol,215408
 Lawrence Roeck,362703
 Jason Banker,289190
 Dhavala Satyam,54657
 Eduardo Schuldt,347767
N/A,57393
N/A,67339
 Bruce Hendricks,253353
 Peyton Reed,32643
 Mark Monroe,31237
 Christian Sesma,342502
 Jim Wynorski,55949
 Norman Foster,222932
N/A,103851
 Leonardo Pieraccioni,243442
N/A,196398
 Vanessa Lapa,267310
 Curtis Crawford,256735
 Anatole Litvak,5953
 Anatole Litvak,266249
 Anatole Litvak,354105
 Anatole Litvak,258384
